Variant,FULL_CAGR%,FULL_Sharpe,FULL_MaxDD%,FULL_TurnoverAnn,FINALTEST_CAGR%,FINALTEST_Sharpe,FINALTEST_MaxDD%,FINALTEST_TurnoverAnn
SENTINEL12_FULL,22.44461689706545,1.068952278221364,-30.51628841006979,10.0315367826727,23.99563143069563,0.9923608276413726,-30.51628841006976,10.886987574589055
-Regime,30.836415377976767,1.2846356558444478,-30.916126786724675,11.540013581851357,40.14894746559037,1.3806730589248362,-30.916126786724806,12.661369072876928
-Turbulence,24.860859937953663,0.9971522305899493,-45.18243396164551,13.03934332910343,19.50136784969314,0.7983403845579689,-35.475536942217985,12.046790936627168
-Stop,22.720180915877485,1.0805408048351088,-30.769411516010305,6.9399965877648855,24.013872944611037,0.9888298494026801,-30.769411516010315,7.330652608533344
-VolTarget,24.17919264427986,1.0649222278932178,-36.46587218058707,10.5353701869135,24.245678185628883,0.9376572666009443,-36.46587218058709,11.682635331417533
-HRP(use IV),20.818433305453297,1.103756855407501,-27.072196182994755,9.950410172552402,24.4361319975533,1.0475953618177911,-27.07219618299468,10.456994628201846
